user_id,item_number,num_views,num_atc,favorited,purchased,returned
1,A1ELLAL1L,1,0,0,0,0
1,AFAF1IEE4,2,0,0,0,0
1,AL9LZ94A4,1,0,0,0,0
1,A1AF9LEL7,2,0,0,0,0
1,A174L1ILZ,2,0,0,0,0
1,A14FAA7FA,2,0,0,0,0
1,AFIF9I4AA,1,0,0,0,0
1,AL14L7AEF,1,0,0,0,0
1,AZ94Z7AEL,2,0,0,0,0
1,AZ9L711EZ,1,0,0,0,0
1,A197ZZIZA,1,0,0,0,0
1,A1E4L47LF,2,0,0,0,0
1,AZ9A7LA1Z,4,0,0,0,0
2,A144I7EL4,2,1,1,0,0
2,A1771E974,1,1,1,0,0
2,AFAZZ477L,1,1,1,1,0
2,A14Z74194,1,0,1,0,0
2,A19A9A44E,1,0,1,0,0
2,AF4AA797E,3,0,1,0,0
2,AF4EZ9741,1,1,1,0,0
2,AFI7Z94FA,1,0,1,0,0
2,AFA4E7IAI,2,1,1,0,0
2,A19I4EF1Z,2,1,1,1,0
2,AFAIZ9AFF,1,1,1,0,0
2,AF1IFIIIE,2,1,1,1,1
2,AF14Z1Z9E,1,0,1,0,0
2,AFAAEFL4A,2,1,1,1,0
2,AFAALA1II,2,1,1,0,0
2,A144ZAIFL,5,4,1,1,0
2,AFI4EF9FE,1,1,1,1,0
2,AFAZ1L1F1,1,1,1,1,0
2,AFAF4F1AL,1,1,1,1,0
2,AFZE71991,1,0,1,0,0
2,AFAI91147,1,0,1,0,0
2,AFFZ17491,1,2,1,0,0
2,AFAAAEAEF,2,1,1,1,0
2,AFALZ4LLA,1,2,1,1,0
2,AFA4ZA919,1,0,0,0,0
2,AFA9IZFZE,1,1,0,1,0
2,AFL144FZ7,1,0,0,0,0
2,AFA11I1EI,1,0,0,0,0
2,AFALI479I,1,0,0,0,0
2,AFA4ALIIA,1,0,0,0,0
2,A14FA1I4A,2,1,0,1,0
2,AFFZFZ149,1,0,0,0,0
2,AFI944ZIA,1,0,0,0,0
2,A14744LAA,1,0,0,0,0
2,A14E7AEZZ,1,0,0,0,0
2,AFL9Z1IE9,1,2,0,1,0
2,A17Z9IL9L,1,0,0,0,0
2,A1F47FZF7,2,2,0,0,0
2,A1444F4L9,1,1,0,1,0
2,AFI79LL9L,1,0,0,0,0
2,A141LELA9,1,0,0,0,0
2,A1EL1A9LF,1,0,0,0,0
2,AFAZ7A77F,1,0,0,0,0
2,AFIFF94EF,1,0,0,0,0
2,AFII7IIZL,1,0,0,0,0
2,AFALZII9F,1,0,0,0,0
2,AF197L1AI,1,0,0,0,0
2,AFAEF1ZIZ,1,0,0,0,0
2,A1EL1LILZ,1,0,0,0,0
2,AFL1LA9A1,1,0,0,0,0
2,A1EFZAEEL,1,0,0,0,0
2,AF1EEIL9L,1,0,0,0,0
2,AFI41I11Z,1,0,0,0,0
2,AFAF19ZIL,1,0,0,0,0
2,A1I144ZEI,1,0,0,0,0
2,AFA177174,1,0,0,0,0
2,A1FZE77LI,1,0,0,0,0
2,AFFEIFF77,1,0,0,0,0
2,AF1IILEI7,1,0,0,0,0
2,A19IEF9EL,1,0,0,0,0
2,AFAAAAILA,1,0,0,0,0
2,A19L4FFEF,1,0,0,0,0
2,A1977417Z,1,0,0,0,0
2,AFI79LE4Z,1,0,0,0,0
2,AFZE4I4EL,1,0,0,0,0
2,AF19A7AIE,1,0,0,0,0
2,AF1A9EALF,1,0,0,0,0
2,A1Z99A91L,1,0,0,0,0
2,A14EF7LIL,1,1,0,0,0
2,AFAELI9ZF,1,0,0,0,0
2,AFZAI1LL4,1,0,0,0,0
2,AFIEZIL91,1,0,0,0,0
2,A14Z7LFZ1,1,0,0,0,0
2,A14I4IEAE,1,0,0,0,0
2,AFFLEFIFF,1,0,0,0,0
2,A141I1Z4I,1,0,0,0,0
2,AFE4A1Z49,1,0,0,0,0
2,A17F1FE11,1,0,0,0,0
2,AFAZEZLF9,1,0,0,0,0
2,AFI97LF7L,1,0,0,0,0
2,AF4LAZL1E,1,0,0,0,0
2,AFI1LZZZE,1,0,0,0,0
2,AF1AALL99,1,0,0,0,0
2,A14LZZFIA,2,3,0,0,0
2,A1LZ4L749,1,0,0,0,0
2,AFFL9A779,1,0,0,0,0
2,A1E7ZZLE9,1,0,0,0,0
2,AFAZEIZF1,1,0,0,0,0
2,A1E4ZF4EZ,1,0,0,0,0
2,A1491EEFF,3,3,0,0,0
2,AFZL11IIA,1,0,0,0,0
2,A19114Z9L,1,0,0,0,0
2,AFA41Z17E,1,0,0,0,0
2,A19IAIZZ1,1,1,0,0,0
2,AF1A9799L,1,0,0,0,0
2,AFIFIE7Z1,1,0,0,0,0
2,AFI47A747,1,0,0,0,0
2,AF4I7FLZA,1,0,0,0,0
2,AFALE1LZF,1,0,0,0,0
2,AFEA1ZELL,1,0,0,0,0
2,AFALL979A,1,0,0,0,0
2,AFA1F4E99,1,0,0,0,0
2,AF4ZI1L94,1,0,0,0,0
2,A14E17IFZ,1,0,0,0,0
2,AF49ZF17Z,1,0,0,0,0
2,AFFEEEZ91,1,0,0,0,0
2,AF1AI44A7,1,0,0,0,0
2,A19A7EFZA,2,0,0,0,0
2,AF4FAA1IF,1,0,0,0,0
2,AFI711A44,1,0,0,0,0
2,AFA9FE7I7,1,0,0,0,0
2,A14IIIIZI,2,3,0,1,0
2,A1479ALAE,1,0,0,0,0
2,A1E9Z1LIL,1,0,0,0,0
2,AF1F4L7AL,1,0,0,0,0
2,AFF11Z97L,1,0,0,0,0
2,AFFIAFIA9,1,0,0,0,0
2,A19AAELL4,1,0,0,0,0
2,AFI91F991,1,0,0,0,0
2,AFFLZ19A1,2,0,0,0,0
2,AFAZLFF1I,1,0,0,0,0
2,AF4E7499I,1,0,0,0,0
2,AFZE9IE7L,1,0,0,0,0
2,AFAEI1I9L,1,0,0,0,0
2,A1EL1LAZ4,1,0,0,0,0
2,AF1A979IF,1,0,0,0,0
2,AF144ZL74,1,0,0,0,0
2,AFAE99FII,1,0,0,0,0
2,A1EIA4197,1,1,0,0,0
2,AFEIAFEAA,1,0,0,0,0
2,AF47EIE47,1,0,0,0,0
2,A19FE1991,1,0,0,0,0
2,A1A91IZ1A,1,0,0,0,0
2,AFI1741LL,1,0,0,0,0
2,A1771F4IF,1,0,0,0,0
2,AFF449F49,1,0,0,0,0
2,AFIF71ZE1,1,0,0,0,0
2,AF4ZLA4I9,1,0,0,0,0
2,A14IIII7L,3,2,0,0,0
2,A14FLAAFF,1,0,0,0,0
2,A1F4ZFFAI,1,0,0,0,0
2,A1EEA77FI,1,0,0,0,0
2,A14ZFF1Z1,1,1,0,0,0
2,AFZ744EEE,1,0,0,0,0
2,AFF44997E,1,0,0,0,0
2,AFLA194EE,1,0,0,0,0
3,A1F91771F,9,3,1,1,0
3,A19IA74E4,2,0,1,0,0
3,AFAAL1L4Z,3,1,1,0,0
3,A14FL1EA9,3,1,1,0,0
3,A1771IFZ1,2,1,1,0,0
3,AFI99IZAE,6,1,1,0,0
3,A19IZLLAI,6,3,1,0,0
3,A17E4ZAFI,2,2,1,0,0
3,A1ELAIF1F,4,1,1,0,0
3,AFLF7EL9I,8,3,1,1,0
3,A1EL4I1LF,2,0,1,0,0
3,A14A7AAE9,2,0,1,0,0
3,AFAF7LIF7,2,1,1,0,0
3,AFFIAE9A1,5,1,1,1,0
3,AA9A919FE,5,0,1,0,0
3,AF1IILFAI,14,3,1,0,0
3,A17LZFEEE,2,0,1,0,0
3,AF4FZIF9L,1,0,1,0,0
3,AFZAZ4LL1,6,1,1,0,0
3,A14I74EFF,4,1,1,0,0
3,AFIEA9447,4,1,1,0,0
3,A19I91E97,4,1,1,0,0
3,AFIEFL71L,7,2,1,1,0
3,AF11191IF,2,0,1,0,0
3,AFZAL9ZIF,5,1,1,0,0
3,AFAIIZFEE,2,1,1,0,0
3,AFAIA4LAI,6,3,1,0,0
3,A197Z1IZ4,2,1,1,0,0
3,A1E1AZ74Z,8,2,1,0,0
3,AF17EFEFI,2,0,1,0,0
3,AZF71IZ11,4,2,1,0,0
3,AFA4L9F4F,4,2,1,0,0
3,AFI91LZA4,2,1,1,0,0
3,AFI79A999,1,1,1,0,0
3,A1919IIL9,6,3,1,0,0
3,AZ41ZZ9Z4,4,1,1,0,0
3,A19IA9L9A,4,1,1,0,0
3,AFI4ZFE1E,2,1,1,0,0
3,A11491LF7,8,1,1,1,0
3,AFL7LF91I,4,1,1,1,0
3,AFLF4IZZF,2,1,1,0,0
3,A19F94A47,6,1,1,0,0
3,A1414AFLL,2,0,1,0,0
3,AFL7AL44I,2,0,1,0,0
3,AFZ99A497,9,3,1,1,0
3,A11L1F4LZ,3,1,1,0,0
3,AFL14AAEL,2,0,1,0,0
3,A19E7EFI9,2,1,1,0,0
3,AF1I79ILE,2,1,1,0,0
3,A1ZELAL17,6,2,1,0,0
3,AFZZZ747A,2,0,1,0,0
3,AFZ99LZ99,2,0,1,0,0
3,AFLI41L14,11,4,1,0,0
3,A14LL9I7L,4,1,1,0,0
3,AFAIEEL19,6,1,1,0,0
3,AFAL1I44L,1,1,1,0,0
3,A1EAZFE79,1,0,1,0,0
3,AFI9A7EII,9,1,1,0,0
3,A174LLAFI,1,1,1,0,0
3,AFI41LI79,1,1,1,0,0
3,AFAL47L79,1,1,1,0,0
3,A17E94E97,1,0,1,0,0
3,AFI9FIFZ7,3,0,1,0,0
3,AFLL99LEI,7,2,1,1,0
3,A19E9A9Z7,3,1,1,0,0
3,A197144I9,2,1,1,0,0
3,A14749I17,6,1,1,0,0
3,AF1Z1I7Z7,2,1,1,0,0
3,AFI7Z177F,11,1,1,1,1
3,AFIZ1A9AI,6,1,1,0,0
3,A19E7E199,2,1,1,0,0
3,AFL4Z7IEF,2,0,1,0,0
3,AFA9LFZ17,2,0,1,0,0
3,AFAFZFIZF,4,1,1,0,0
3,AFI1AZ11Z,6,2,1,0,0
3,AFIZZ9LII,7,1,1,0,0
3,AFAF9EI7F,10,4,1,0,0
3,A17I77ZFI,5,1,1,1,0
3,AF1E44AIE,3,0,1,0,0
3,A17ZFZEZ4,2,0,1,0,0
3,AFL9I4F7Z,3,1,1,0,0
3,A1777EIAE,3,1,1,0,0
3,AFAL9LLZA,1,1,1,0,0
3,A19L77997,4,1,1,0,0
3,AFALLIZZZ,3,1,1,0,0
3,AFII9AAFZ,2,0,1,0,0
3,AF1ZAZIAL,5,1,1,0,0
3,A1ZFAEAZA,6,3,1,0,0
3,AFA1LE7FL,2,1,1,0,0
3,AFL7AZIIZ,1,0,1,0,0
3,AFAI7I19L,2,1,1,0,0
3,A149LLEEZ,2,0,1,0,0
3,AFLZ4F1EF,5,1,1,0,0
3,A197L94FZ,10,2,1,1,0
3,AFL9IF9LI,2,1,1,0,0
3,A19Z7I447,2,1,1,0,0
3,AFAALLZFZ,6,1,1,1,1
3,A1497E47F,18,2,1,1,0
3,AF1L14ZL4,1,0,1,0,0
3,A1E1AFE9A,3,1,1,0,0
3,AFIEFF7F7,1,3,1,0,0
3,AFZ1179AL,5,2,1,1,0
3,AFLA44IEZ,8,2,1,1,0
3,AF1II7E97,1,0,1,0,0
3,AFI91719L,5,1,1,0,0
3,AFI9IE17A,5,1,1,0,0
3,AFFELEF9F,4,1,1,0,0
3,A19LIZ7I9,3,2,1,0,0
3,AFFIEAZZA,2,0,1,0,0
3,AFA711AL4,4,3,1,0,0
3,A19FL4Z4E,4,1,1,0,0
3,AFZ9FF947,2,0,1,0,0
3,A1LFEZ49I,2,0,0,0,0
3,AFZAE11E1,4,0,0,0,0
3,AF4IEZ474,1,0,0,0,0
3,AFZ47ZL9E,2,0,0,0,0
3,AFAFFEAIA,2,0,0,0,0
3,AF1A9L7Z7,2,0,0,0,0
3,A141FZFL7,2,0,0,0,0
3,A1A9FF4IL,2,0,0,0,0
3,AF17IZFIZ,2,0,0,0,0
3,A19ZL14L1,2,0,0,0,0
3,AZEA17IEA,2,0,0,0,0
3,AF7A7EA1Z,1,0,0,0,0
3,A19IZ9E1Z,1,1,0,0,0
3,AFZZLA77I,2,0,0,0,0
3,AFI1744A7,2,0,0,0,0
3,AFL9I14ZZ,2,0,0,0,0
3,AF7A7E4A9,5,0,0,0,0
3,AAI7FL997,1,0,0,0,0
3,AL4FI47FI,2,0,0,0,0
3,A19IEZI9I,2,0,0,0,0
3,AFZA4EEE9,1,0,0,0,0
3,AF7A7E4I1,1,0,0,0,0
3,AFIF1EA1A,2,0,0,0,0
3,A1ILEF4ZZ,1,0,0,0,0
3,A14EI4LIE,2,0,0,0,0
3,A17Z99FZ1,2,0,0,0,0
3,AFI1I7ZEE,2,0,0,0,0
3,AF14Z1AE9,2,0,0,0,0
3,AFZ44LI9E,5,2,0,0,0
3,AZ9Z1L7LZ,1,0,0,0,0
3,A14ZEF19F,1,0,0,0,0
3,AFI9LA1FZ,1,0,0,0,0
3,A14FLFILF,2,0,0,0,0
3,AZE9E7ZFA,1,0,0,0,0
3,A1999FAL9,2,0,0,0,0
3,AF7A7EEE1,2,0,0,0,0
3,A19E19ZF1,1,0,0,0,0
3,A17E1144A,1,0,0,0,0
3,AF7A7EI91,1,0,0,0,0
3,AFIFEI977,1,0,0,0,0
3,A1FAL194A,2,0,0,0,0
3,A14F19IA4,1,1,0,0,0
3,AFI1A9E91,2,0,0,0,0
3,AFA747A1A,2,0,0,0,0
3,AF1ILAI11,2,0,0,0,0
3,A14FEIAL4,2,0,0,0,0
3,AFZFAFL11,1,0,0,0,0
3,AFI19EFF9,2,0,0,0,0
3,AFLF4FFZF,2,0,0,0,0
3,AFIE4ZL7Z,2,0,0,0,0
3,AFZF491ZI,10,1,0,1,0
3,AFI1919II,3,1,0,1,0
3,AFA9LE4EF,2,0,0,0,0
3,A1LAAI9FE,2,0,0,0,0
3,AFAFZ9IF7,2,0,0,0,0
3,A1EZF1FF1,2,0,0,0,0
3,A171A94IL,1,0,0,0,0
3,A19L17LIF,2,0,0,0,0
3,AFZZ9II7I,10,1,0,1,0
3,AFIE1A41A,1,1,0,0,0
3,AFAA4EIE4,1,0,0,0,0
3,A19FEL79L,2,0,0,0,0
3,A17AIZZZ1,1,0,0,0,0
3,AFLEFE1LL,2,0,0,0,0
3,AFF44449A,1,0,0,0,0
3,AF7A7EZFI,1,0,0,0,0
3,A1AL7FEF1,2,0,0,0,0
3,EZ1LA1LI,1,0,0,0,0
3,AI4LL77EA,2,0,0,0,0
3,AF7A7EAA9,1,0,0,0,0
3,AFZLZZA1F,2,0,0,0,0
3,AFI9ZAZZE,3,1,0,0,0
3,A1LE749A1,5,1,0,0,0
3,AFL4AFIFL,4,1,0,0,0
3,AF7A7EE4Z,1,0,0,0,0
3,AF1A4Z1A1,2,0,0,0,0
3,A14AE9AZ1,1,1,0,0,0
3,A17ALE71F,1,0,0,0,0
3,AFZ1EIAFA,2,0,0,0,0
3,A1E7AZFA7,2,0,0,0,0
3,AFAAFAZZF,2,0,0,0,0
3,A1EZIAAF4,1,0,0,0,0
3,AFI4AFL77,1,0,0,0,0
3,AFAFA1FL1,2,0,0,0,0
3,A117FA9A4,1,0,0,0,0
3,AFZI441FI,2,0,0,0,0
3,AF4199E19,1,0,0,0,0
3,AFI7LIE4Z,1,0,0,0,0
3,ALA9A1A7Z,1,0,0,0,0
3,AFZIAFIL9,2,0,0,0,0
3,AFIF9F971,2,0,0,0,0
3,A1F4AI171,2,0,0,0,0
3,A1I9EE19F,1,0,0,0,0
3,AFA1E97AZ,2,0,0,0,0
3,AFAFL9I1A,1,0,0,0,0
3,ALZF9ZIAF,2,0,0,0,0
3,AZ7L1LF9I,1,0,0,0,0
3,AFL971917,2,0,0,0,0
3,AFI74IA7I,1,0,0,0,0
3,AZLLI4Z1I,2,0,0,0,0
3,A1EZ94ZE4,4,1,0,0,0
3,AZ44IF1II,3,1,0,0,0
3,AF7A7E911,5,0,0,0,0
3,AFIL911AE,2,0,0,0,0
3,AFAL1EIAF,2,0,0,0,0
3,A17FLI47F,2,0,0,0,0
3,AFLEZL1Z9,2,0,0,0,0
3,A17AZLZEE,2,0,0,0,0
3,A1AA74F41,6,1,0,1,0
3,A19ZLIIAF,8,1,0,1,0
3,A1A947ZI1,2,0,0,0,0
3,A19ILAALL,2,0,0,0,0
3,AFZILEAF4,2,0,0,0,0
3,A1F7ZA199,2,0,0,0,0
3,AFII9EAZ9,2,0,0,0,0
3,AF7A7EFEE,1,0,0,0,0
3,A1ZFE1AZ9,2,0,0,0,0
3,AFI7L9FL4,1,0,0,0,0
3,AFIIE94I1,2,1,0,0,0
3,AFLA4AEIL,8,1,0,0,0
3,A191ZFEEA,2,0,0,0,0
3,AFIF1Z4AZ,2,0,0,0,0
3,AFZI4E41I,2,0,0,0,0
3,A1E7ZAII1,1,0,0,0,0
3,AFZF4FZ7L,1,0,0,0,0
3,AFIIFLL9F,2,0,0,0,0
3,AAE71ZALI,1,0,0,0,0
3,AL99IZE1E,2,0,0,0,0
3,A14FELL4F,1,0,0,0,0
3,A149FF7LE,1,0,0,0,0
3,AFL71ZFEF,2,1,0,0,0
3,AFAE9LFAF,2,1,0,0,0
3,A1EFF479E,8,1,0,0,0
3,A1E47Z197,3,0,0,0,0
3,AZ79ZZLEZ,1,0,0,0,0
3,A1FZE947I,1,0,0,0,0
3,AFFZ7FLL7,1,0,0,0,0
3,A1ILEF77I,1,0,0,0,0
3,AF11LLLZ4,2,0,0,0,0
3,AF14L7AEE,1,0,0,0,0
3,A1999IF9A,1,0,0,0,0
3,AFI4FI9A1,2,0,0,0,0
3,AFI91LF7F,2,0,0,0,0
3,A1FIZA49A,1,0,0,0,0
3,AFI4EEAE1,2,0,0,0,0
3,AFALLIL11,1,0,0,0,0
3,A1EFF1EF7,1,0,0,0,0
3,A1E9EZ4I1,2,0,0,0,0
3,AF7A7E9AA,4,0,0,0,0
3,A17ZAILFL,2,0,0,0,0
3,A14AL7I79,2,0,0,0,0
3,AFIZFF7IL,2,0,0,0,0
3,A14A1AFIL,1,0,0,0,0
3,AFZAA7ZEE,2,0,0,0,0
3,AF1E97Z91,2,0,0,0,0
3,AFAEZEELZ,2,0,0,0,0
3,AFZALL44A,2,0,0,0,0
3,AI71179I9,2,0,0,0,0
3,AF141FAE7,2,1,0,0,0
3,A17LEII91,2,0,0,0,0
3,A14ZFIA47,2,0,0,0,0
3,A14F1A7L1,1,0,0,0,0
3,AFALZZZ74,1,0,0,0,0
3,AZF44FL19,2,1,0,0,0
3,AFIZA7449,7,2,0,0,0
3,AZL4EI7IF,2,0,0,0,0
3,AFIL7A91L,1,1,0,0,0
